Highland Elementary School,100 East Plains Avenue 88101,Clovis,270
Lockwood Elementary School,400 Lockwood Drive 88101,Clovis,347
Lincoln Jackson Arts,206 Alphon Street 88101,Clovis,98
Los Ninos,3301 North Thornton Street 88101,Clovis,95
Wingate Elementary School,12 Painted Horse Trail 87316,Fort Wingate,624
South Valley Preparatory School,2813 Gun Club Road Southwest 87105,Albuquerque,154
Sky City Community School,44 Pinsbaari Drive 87034,Acoma Pueblo,216
Hondo Elementary School,111 Don Pablo Lane 88336,Hondo,64
Hondo High School,111 Don Pablo Lane 88336,Hondo,65
New America School Las Cruces,207 South Main Street 88001,Las Cruces,249
Jemez Valley High School,8501 New Mexico 4 87024,Jemez Pueblo,88
Jemez Valley Elementary School,8501 New Mexico 4 87024,Jemez Pueblo,125
Jemez Valley Middle School,8501 New Mexico 4 87024,Jemez Pueblo,81
San Diego Riverside,504 Mission Road 87024,Jemez Pueblo,92
Martin King Jr Elementary School,1301 Nicklaus Drive Southeast 87124,Rio Rancho,906
Mountain View Middle School,4101 Montreal Loop Northeast 87144,Rio Rancho,891
Enchanted Hills Elementary School,5400 Obregon Road Northeast 87144,Rio Rancho,756
Rio Rancho High School,301 Loma Colorado Drive Northeast 87124,Rio Rancho,2522
Vista Grande Elementary School,7001 Chayote Road Northeast 87144,Rio Rancho,657
Rio Rancho Middle School,1600 Loma Colorado Boulevard Northeast 87144,Rio Rancho,1216
Sandia Vista Elementary School,6800 Franklin Road Northeast 87144,Rio Rancho,649
Lincoln Middle School,2287 Lema Road Southeast 87124,Rio Rancho,995
Colinas Del Norte Elementary School,1001 Night Sky Avenue Northeast 87144,Rio Rancho,774
V Sue Cleveland High School,4800 Laban Road Northeast 87144,Rio Rancho,2450
Ernest Stapleton Elementary School,3100 Stapleton Avenue Northeast 87124,Rio Rancho,860
Eagle Ridge Middle School,800 Fruta Road Northeast 87124,Rio Rancho,871
Cielo Azul Elementary School,1550 34th Ave 87144,Rio Rancho,794
Rio Rancho Elementary School,4601 Pepe Ortiz Road Southeast 87124,Rio Rancho,664
Puesta Del Sol Elementary School,450 Southern Boulevard Southeast 87124,Rio Rancho,757
Maggie Cordova Elementary School,1500 Veranda Drive Southeast 87124,Rio Rancho,864
Independence High School,421 Quantum Road Northeast 87124,Rio Rancho,170
Rio Rancho Cyber Academy,1330 Jackie Road Southeast 87124,Rio Rancho,166
Shining Stars Preschool,4477 9th Avenue Northeast 87124,Rio Rancho,599
Reserve High School,101 School St 87830,Reserve,74
Glenwood Elementary School,Us Hwy 180 88039,Glenwood
Reserve Elementary School,101 School St 87830,Reserve,58
Tierra Adentro,1511 Central Avenue Northeast 87106,Albuquerque,276
Technology Leadership,10500 Research Road Southeast 87123,Albuquerque,182
Academy Of Trades And Tech,2551 Karsten Court Southeast 87102,Albuquerque,75
Roswell Corrections,578 West Chickasaw Rd 88232,Hagerman,1
Lee Cty Corrections,6900 West Millen Dr 88244,Hobbs,3
Guadalupe County Correction,South Hwy 54 88435,Santa Rosa,0
Pnm-Santa Fe,2041 South Pacheco St 87504,Santa Fe,48
Nm Women's Correction,1700 East Old Hwy 66 87020,Grants,4
Southern Nm Correction,1983 Joe R Silva Blvd 88004,Las Cruces,0
Central Nm Correction,1525 Morris Rd 87031,Los Lunas,2
Western Nm Correction,2111 North Lobo Canyon Rd 87020,Grants,0
Magdalena High School,201 Duggins Drive 87825,Magdalena,97
Magdalena Middle School,201 Duggins Drive 87825,Magdalena,95
Magdalena Elementary School,201 Duggins Drive 87825,Magdalena,159
Mountainair Jr High School,901 West 3rd Street 87036,Mountainair,47
Mountainair Elementary School,405 West Broadway 87036,Mountainair,107
Mountainair High School,901 West 3rd Street 87036,Mountainair,75
Aldo Leopold Charter School,1422 Hwy 180 East 88061,Silver City,176
Albuquerque Institute Of Math & Science,933 Bradbury Drive Southeast 87106,Albuquerque,367
Melrose Junior,100 Missouri Avenue 88124,Melrose,30
Melrose High School,100 Missouri Avenue 88124,Melrose,58
Melrose Elementary School,100 Missouri Avenue 88124,Melrose,160
Sequoyah,3405 West Pan Am Hy Ne 87107,Albuquerque,23
Tucumcari Middle School,1000 South 5th Street 88401,Tucumcari,217
Tucumcari High School,1001 South 7th Street 88401,Tucumcari,249
Tucumcari Elementary School,1623 South 9th Street 88401,Tucumcari,506
Los Alamos High School,1300 Diamond Drive 87544,Los Alamos,846
Mountain Elementary School,2280 North Road 87544,Los Alamos,424
Topper Freshman Academy,3800 Canyon Road 87544,Los Alamos,283
Barranca Mesa Elementary School,57 Loma Del Escolar Street 87544,Los Alamos,466
Chamisa Elementary School,301 Meadow Lane 87544,White Rock,271
Pinon Elementary School,90 Grand Canyon Drive 87544,White Rock,356
Aspen Elementary School,2182 33rd Street 87544,Los Alamos,432
Los Alamos Middle School,2101 Hawk Drive 87544,Los Alamos,633
Wood-Gormley Elementary School,141 East Booth St 87501,Santa Fe,334
Acequia Madre Elementary School,700 Acequia Madre  87501,Santa Fe,168
Pinon Elementary School,2921 Camino Los Caballos 87505,Santa Fe,529
Atalaya Elementary School,721 Camino Cabra 87501,Santa Fe,320
Carlos Gilbert Elementary School,300 Griffin St 87501,Santa Fe,340
El Dorado Community School,2 Avenida Torreon 87505,Santa Fe,497
Academy for Tech & Class,74 A Van Nu Po Rd 87508,Santa Fe,387
Mandela International Magnet (MIMS),1604 Agua Fria St 87505,Santa Fe,208
Tesuque Elementary School,Bishops Lodge Rd 87574,Tesuque,98
Chaparral Elementary School,2451 Avenida Chaparral 87505,Santa Fe,319
Gonzales Elementary School,851 West Alameda 87501,Santa Fe,426
Amy Biehl Community School At Rancho Viejo,310 Avienda Del Sur 87507,Santa Fe,544
Francis X. Nava Elementary School,2655 Siringo Rd 87505,Santa Fe,222
Santa Fe High School,2100 Yucca Street 87505,Santa Fe,1438
Calvin Capshaw Middle School,351 East Zia Road 87505,Santa Fe,511
Capital High School,4851 Paseo Del Sol 87505,Santa Fe,1412
Aspen Community Magnet School,450 La Madera 87501,Santa Fe,434
E.J. Martinez Elementary School,401 North San Mateo 87505,Santa Fe,280
Kearny Elementary School,901 Avenida Campanas 87501,Santa Fe,465
Salazar Elementary School,1300 Osage 87501,Santa Fe,268
Ramirez Thomas Elementary School,3200 Calle Po Ae Pi 87505,Santa Fe,483
Agua Fria Elementary School,2500 S. Meadows 87507,Santa Fe,859
De Vargas Middle School,1750 Llano Rd 87505,Santa Fe,106
Edward Ortiz Middle School,4164 South Meadows 87505,Santa Fe,564
R.M. Sweeney Elementary School,501 Airport Rd 87505,Santa Fe,471
SW Aeronautics Mathematics and Science Academy,4100 Aerospace Parkway Northwest 87120,Albuquerque,267
Taos Integrated School Of Arts,123 Manzanares Street 87571,Taos,153
Mora High School,455 Hwy 518 Ranger Dr 87732,Mora,126
Lazaro Larry Garcia,Hwy 518 87732,Mora,77
Mora Elementary School,455 Hwy 518 Ranger Dr 87732,Mora,175
Holman Elementary School,455 Hwy 518 Ranger Dr 87732,Mora,39
T'Iists'Oozi'Bi'Olta,State Hwy 371 Navajo Rt 9 87313,Crownpoint,404
Anthony Charter School,780 Landers Road 88021,Anthony,95
Dibe Yazhi Hablti'N O'Lt'A Inc,P.O. Box 679 87313,Crownpoint,132
Sandoval Academy of Bilingual Education,483 Arkansas Street Southeast 87124,Rio Rancho,94
Cesar Chavez Community  Center,1325 Palomas Drive Southeast 87108,Albuquerque,198
Cuba Middle School,50 County Road 13 87013,Cuba,121
Cuba High School,50 County Road 13 Building 53 87013,Cuba,245
Cuba Elementary School,50 County Road 13 87013,Cuba,193
Animas Elementary School,1 Panther Boulevard 88020,Animas,70
Animas 7-12 School,1 Panther Boulevard 88020,Animas,86
Animas Middle School,1 Panther Boulevard 88020,Animas,23
Central Elementary School,211 Cedar Street 88061,Silver City,272
Cobre High School,1300 Tom Foy Boulevard 88023,Bayard,341
Snell Middle School,501 Tom Foy Boulevard 88023,Bayard,176
Hurley Elementary School,300 Carrasco Avenue 88043,Hurley,193
Bayard Elementary School,100 Park Street 88023,Bayard,241
San Lorenzo Elementary School,5 Galaz Street 88041,Hanover,70
T Or C Middle School,1802 North Pershing Street 87901,Truth or Consequences,296
Sierra Elementary School,1500 North Silver Street 87901,Truth or Consequences,169
Arrey Elementary School,7 Arrey Cemetery Rd 87930,Arrey,115
T Or C Elementary School,1500 North Silver Street 87901,Truth or Consequences,370
Hot Springs High School,1200 North Pershing Street 87901,Truth or Consequences,338
Cottonwood Valley Charter School,201 Neel Street 87801,Socorro,170
Midway Elementary School,9 Midway Road 87828,Polvadera,101
San Antonio Elementary School,2 4th St 87832,San Antonio,77
Socorro High School,1200 Michigan Avenue 87801,Socorro,438
Parkview Elementary School,107 Franciso De Avad 87801,Socorro,349
R. Sarracino Middle School,1425 El Camino Real Street 87801,Socorro,389
Zimmerly Elementary School,511 El Camino Real 87801,Socorro,177
Shiprock Northwest High School,P.O. Box 1809 87420,Shiprock,215
Desert Hills Elementary School,280 Roadrunner Parkway 88011,Las Cruces,664
Early College High School,3400 South Espina Street 88003,Las Cruces,350
Arrowhead Park Medical Academy,3600 Arrowhead Drive 88011,Las Cruces,226
Jornada Elementary School,3400 Elks Drive 88005,Las Cruces,511
White Sands Elementary School,1 Viking Street 88002,White Sands Missile Range,298
Highland Elementary School,4201 Emerald St 88012,Las Cruces,826
Monte Vista Elementary School,4675 Peachtree Hills Road 88012,Las Cruces,570
University Hills Elementary School,2005 South Locust Street 88001,Las Cruces,421
Camino Real Middle School,2961 Roadrunner Parkway 88011,Las Cruces,897
Centennial High School,1950 Sonoma Ranch Boulevard 88011,Las Cruces,1509
Dona Ana Elementary School,5551 Camino De Flores 88005,Las Cruces,329
Las Cruces High School,1750 El Paseo Road 88001,Las Cruces,1695
Mesilla Park Elementary School,955 West Union Avenue 88005,Las Cruces,432
Hillrise Elementary School,1400 Curnutt Street 88011,Las Cruces,565
Vista Middle School,4465 Elks Drive 88007,Las Cruces,713
Conlee Elementary School,1701 Boston Drive 88001,Las Cruces,494
Fairacres Elementary School,4501 West Picacho Avenue 88007,Las Cruces,484
Hermosa Hgts Elementary School,1655 East Amador Avenue 88001,Las Cruces,451
Loma Heights Elementary School,1600 East Madrid Avenue 88001,Las Cruces,508
Mesilla Elementary School,2363 Calle Del Sur 88046,Mesilla,297
East Picacho Elementary School,4450 North Valley Drive 88007,Las Cruces,549
Onate High School,5700 Mesa Grande Drive 88011,Las Cruces,1511
Tombaugh Elementary School,226 Carver Road 88005,Las Cruces,689
Columbia Elementary School,4555 Elks Drive 88007,Las Cruces,467
Sonoma Elementary School,4201 Northrise Drive 88011,Las Cruces,764
Maxwell Elementary School,4th St And Parque 87728,Maxwell,65
Maxwell Middle School,4th St And Parque 87728,Maxwell,21
Maxwell High School,4th St And Parque 87728,Maxwell,27
Nm School For The Arts,275 East Alameda Street 87501,Santa Fe,220
Tse' Yi' Gai High School,1288 Nm State Hwy 371 87365,Cuba,86
Ramah Elementary School,17 Evans Circle 87321,Ramah,172
Middle College High School,200 College Rd 9 87301,Gallup,98
Gallup Middle School,1001 South Grandview Drive 87301,Gallup,450
Red Rock Elementary School,1305 Redrock Drive 87301,Gallup,403
Jefferson Elementary School,300 Mollica Drive 87301,Gallup,345
Tohatchi Elementary School,100 Ch'ooshgai Road 87325,Tohatchi,240
Miyamura High School,680 Boardman Drive 87301,Gallup,1142
Crownpoint Middle School,7 Chaco Dr 87305,Gallup,173
Indian Hills Elementary School,3604 Ciniza Drive 87301,Gallup,297
Juan De Onate Elementary School,505 East Vega Avenue 87301,Gallup,236
Lincoln Elementary School,801 West Hill 87301,Gallup,233
Roosevelt Elementary School,400 East Logan Avenue 87301,Gallup,189
Tohatchi High School,1 Cougar Trail 87325,Tohatchi,294
Washington Elementary School,700 West Wilson Avenue 87301,Gallup,217
Stagecoach Elementary School,725 Freedom Rd 87301,Gallup,306
Chief Manuelito Middle School,1325 Rico Street 87301,Gallup,611
Gallup High School,1055 Rico Street 87301,Gallup,890
Navajo Pine High School,4 Walnut Avenue 87328,Navajo,135
Rocky View Elementary School,345 Basilio Drive 87301,Gallup,326
John F. Kennedy Middle School,600 Boardman Drive 87301,Gallup,666
Ramah High School,27 Lewis Street 87321,Ramah,166
Thoreau Middle School,8 Hawk Circle 87323,Thoreau,245
Tohatchi Middle School,2 Cougar Trail 87325,Tohatchi,181
David Skeet Elementary School,Jones Ranch Rd 45 87326,Vanderwagen,213
Mescalero Apache School,249 White Mountain Drive 88340,Mescalero,500
Nenahnezad Community School,6675 County Road South 87416,Fruitland,166
Tohaali' Community School,P.O Box 9857 87455,Newcomb,149
Atsa' Biya' A'ZH Community School,P.O. Box 1809 87420,Shiprock,254
Laguna Middle School,51 Rodeo Drive 87026,Laguna,142
Tierra Encantada Charter School,73 Los Hornos Road 87540,Lamy,304
Ohkay Owingeh Community School,307 Community School Road 87566,Ohkay Owingeh,74
Union Elementary School,421 Union Street 87701,Las Vegas,85
Tony Serna Jr. Elementary School,1725 New Mexico Avenue 87701,Las Vegas,88
W Las Vegas High School,157 Moreno Street 87701,Las Vegas,435
Don Cecilio Mtz Elementary School,412 Santa Fe Street 87701,Las Vegas,194
Valley Elementary School,85 Nm Hwy 484 87560,Ribera,77
W Las Vegas Middle School,1024 South Pacific Street 87701,Las Vegas,295
Luis E. Armijo Elementary School,600 Porter Avenue 87701,Las Vegas,223
Valley Middle School,85 Nm Hwy 484 87560,Ribera,33
Wlv Family Partnership,1341 South Gonzales Street 87701,Las Vegas,9
Rio Gallinas School,1300 Mineral Hill Road 87701,Las Vegas,93
Chimayo Elementary School,31 County Road 93 87522,Chimayo,130
Abiquiu Elementary School,18590 Highway 84-285 87532,Española,124
Dixon Elementary School,220 New Mexico 75 87527,Dixon,57
Velarde Elementary School,333 North Coronado Avenue 87532,Española,51
James Rodriguez Elementary School,333 North Coronado Avenue 87532,Española,371
Eutimio Salazar Elementary School,1000 Zuni Lane 87532,Española,427
Hernandez Elementary School,405 Hunter Street 87532,Española,88
San Juan Elementary School,1111 El Llano Road 87532,Española,324
Alcalde Elementary School,Hwy 389 And County Rd 41 87532,Espanola,201
Espanola Valley High School,1111 El Llano Road 87532,Española,916
Tony Quintana Elementary School,11 Sombrillo Road 87532,Española,241
Carlos F. Vigil Middle School,1260 Johnie Roybal Ind. Prk Rd 87532,Espanola,528
Los Ninos Elementary School,323 North Coronado Avenue 87532,Española,134
Carinos De Los Ninos,116 Calle Espinoza/Hunter St 87532,Espanola,125
Wingate High School,1737 Shush Drive 87316,Fort Wingate,577
Anansi Charter School,57 New Mexico 230 87529,El Prado,194
Taos Municipal Charter School,1303 Paseo Del Cañon East 87571,Taos,213
Taos High School,134 Cervantes Street 87571,Taos,803
Taos Middle School,235 Paseo Del Cañon East 87571,Taos,477
Vista Grande High School,213 Paseo Del Cañon East 87571,Taos,91
Enos Garcia Elementary School,305 Don Fernando Street 87571,Taos,516
Ranchos De Taos Elementary School,200 Sanders Lane 87557,Ranchos de Taos,340
Arroyo Del Norte Elementary School,405 Hondo Seco Road 87514,Arroyo Seco,113
Chrysalis Alternative School,522 Evergreen Lane 87571,Taos,8
Taos Cyber Magnet,310 Camino De La Placita 87571,Taos,17
Sped Discipline,235 Paseo Del Canon 87571,Taos,0
School Of Dreams Academy,906 Juan Perea Rd 87031,Los Lunas,478
Jemez Day School,243 Day School Road 87024,Jemez Pueblo,133
Grady High School,100 Franklin Street 88120,Grady,39
Grady Elementary School,100 Franklin Street 88120,Grady,81
Grady Middle School,100 Franklin Street 88120,Grady,23
Wagon Mound Elementary School,300 Park Avenue 87752,Wagon Mound,46
Wagon Mound High School,300 Park Avenue 87752,Wagon Mound,24
Alamo Navajo School,P.O. Box 5907 87825,Alamo,300
Te Tsu Geh Oweenge Day School,Route 42 Box 2 87506,Santa Fe,19
Isleta Elementary School,1000 Moon Light Drive 87105,Albuquerque,184
Six Directions Indigenous School,203 East Pine Avenue 87301,Gallup,72
Southwest Intermediate Learning Center,10301 Candelaria Road Northeast 87112,Albuquerque,95
Cloudcroft Elementary School,Mescalaro And Hwy 82a 88317,Cloudcroft,154
Cloudcroft High School,Mescalaro And Hwy 82a 88317,Cloudcroft,134
Cloudcroft Middle School,Mescalaro And Hwy 82a 88317,Cloudcroft,80
Springer High School,1401 8th Street 87747,Springer,64
Wilferth Elementary School,311 Miranda Avenue 87747,Springer,39
Forrester Elementary School,311 Miranda Avenue 87747,Springer,32
Lake Valley Navajo School,Po Box 748 87313,Crownpoint,52
Southwest Secondary Learning Center,10301 Candelaria Road Northeast 87112,Albuquerque,254
Valencia Elementary School,1415 South Globe Avenue 88130,Portales,455
Portales Jr High School,300 East 5th Street 88130,Portales,410
Portales High School,201 South Knoxville Avenue 88130,Portales,745
Lindsey-Steiner Elementary School,1000 North Avenue M 88130,Portales,434
Brown Early Childhood Center,520 West 5th Street 88130,Portales,340
James Elementary School,701 West 18th Street 88130,Portales,403
Carinos De Los Ninos,714 Calle Don Diego 87532,Española,80
Ojo Caliente Elementary School,Hwy 285 Junction 111 87549,Ojo Caliente,49
Mesa Vista High School,Hwy 285 Junction 111 87549,Ojo Caliente,86
Mesa Vista Middle School,Hwy 285 Junction 111 87549,Ojo Caliente,47
El Rito Elementary School,10 Elementary Rd 87530,El Rito,71
Health Leadership High School,5201 Central Avenue Northwest 87105,Albuquerque,180
Navajo Preparatory School,1220 West Apache Street 87401,Farmington,192
New America School,1734 Isleta Boulevard Southwest 87105,Albuquerque,308
Raton High School,1535 Tiger Circle 87740,Raton,390
Raton Middle School,500 South 3rd Street 87740,Raton,299
Longfellow Elementary School,700 East 4th Street 87740,Raton,242
Holloman Primary School,750 Arnold Avenue 88330,Holloman Air Force Base,489
Holloman Middle School,381 1st Street 88330,Holloman Air Force Base,189
Yucca Elementary School,310 Dale Scott Avenue 88310,Alamogordo,333
Heights Elementary School,2410 East 10th Street 88310,Alamogordo,286
Sierra Elementary School,2211 Puerto Rico Avenue 88310,Alamogordo,372
Chaparral Middle School,1401 College Avenue 88310,Alamogordo,617
La Luz Elementary School,99 Alamo Street 88337,La Luz,251
North Elementary School,1300 North Florida Avenue 88310,Alamogordo,361
Alamogordo High School,103 Cuba Avenue 88310,Alamogordo,1419
Buena Vista Elementary School,2600 19th Street 88310,Alamogordo,283
Sacramento Elementary School,400 Washington Avenue 88310,Alamogordo,554
Mountain View Middle School,500 Washington Avenue 88310,Alamogordo,488
Oregon Elementary School,1500 Oregon Avenue 88310,Alamogordo,186
High Rolls Mtn Elementary School,23 Karr Canyon Road 88325,High Rolls,30
Academy Del Sol Alt.,1200 North Florida Avenue 88310,Alamogordo,138
